Red Player wins: 0 | Yellow Player Wins: 1 | Round Count: 1
Red Player wins: 1502 | Yellow Player Wins: 9503 | Round Count: 11005
Red Player wins: 1502 | Yellow Player Wins: 9504 | Round Count: 11006
Red Player wins: 1502 | Yellow Player Wins: 9505 | Round Count: 11007
Red Player wins: 1502 | Yellow Player Wins: 9506 | Round Count: 11008
Red Player wins: 1502 | Yellow Player Wins: 9507 | Round Count: 11009
Red Player wins: 1502 | Yellow Player Wins: 9508 | Round Count: 11010
Red Player wins: 1502 | Yellow Player Wins: 9509 | Round Count: 11011
Red Player wins: 1502 | Yellow Player Wins: 9510 | Round Count: 11012
Red Player wins: 1502 | Yellow Player Wins: 9511 | Round Count: 11013
Red Player wins: 1502 | Yellow Player Wins: 9512 | Round Count: 11014
Red Player wins: 1502 | Yellow Player Wins: 9513 | Round Count: 11015
Red Player wins: 1502 | Yellow Player Wins: 9514 | Round Count: 11016
Red Player wins: 1502 | Yellow Player Wins: 9515 | Round Count: 11017
Red Player wins: 1502 | Yellow Player Wins: 9516 | Round Count: 11018
Red Player wins: 1502 | Yellow Player Wins: 9517 | Round Count: 11019
Red Player wins: 1502 | Yellow Player Wins: 9518 | Round Count: 11020
Red Player wins: 1502 | Yellow Player Wins: 9519 | Round Count: 11021
Red Player wins: 1503 | Yellow Player Wins: 9519 | Round Count: 11022
Red Player wins: 1503 | Yellow Player Wins: 9520 | Round Count: 11023
Red Player wins: 1503 | Yellow Player Wins: 9521 | Round Count: 11024
Red Player wins: 1503 | Yellow Player Wins: 9522 | Round Count: 11025
Red Player wins: 1503 | Yellow Player Wins: 9523 | Round Count: 11026
Red Player wins: 1503 | Yellow Player Wins: 9524 | Round Count: 11027
-------------------------------------------------------
Red Player wins: 0 | Yellow Player Wins: 1 | Round Count: 1
Red Player wins: 0 | Yellow Player Wins: 2 | Round Count: 2
Red Player wins: 1 | Yellow Player Wins: 2 | Round Count: 3
-------------------------------------------------------
Red Player wins: 0 | Yellow Player Wins: 1 | Round Count: 1
Red Player wins: 0 | Yellow Player Wins: 2 | Round Count: 2
Red Player wins: 0 | Yellow Player Wins: 3 | Round Count: 3
Red Player wins: 0 | Yellow Player Wins: 4 | Round Count: 4
-------------------------------------------------------
-------------------------------------------------------
Red Player wins: 0 | Yellow Player Wins: 1 | Round Count: 1
Red Player wins: 0 | Yellow Player Wins: 2 | Round Count: 2
Red Player wins: 0 | Yellow Player Wins: 3 | Round Count: 3
Red Player wins: 0 | Yellow Player Wins: 4 | Round Count: 4
Red Player wins: 0 | Yellow Player Wins: 5 | Round Count: 5
Red Player wins: 0 | Yellow Player Wins: 6 | Round Count: 6
Red Player wins: 0 | Yellow Player Wins: 7 | Round Count: 7
Red Player wins: 0 | Yellow Player Wins: 8 | Round Count: 8
Red Player wins: 0 | Yellow Player Wins: 9 | Round Count: 9
Red Player wins: 0 | Yellow Player Wins: 10 | Round Count: 10
Red Player wins: 0 | Yellow Player Wins: 11 | Round Count: 11
Red Player wins: 0 | Yellow Player Wins: 12 | Round Count: 12
Red Player wins: 0 | Yellow Player Wins: 13 | Round Count: 13
Red Player wins: 0 | Yellow Player Wins: 14 | Round Count: 14
Red Player wins: 0 | Yellow Player Wins: 15 | Round Count: 15
Red Player wins: 1 | Yellow Player Wins: 15 | Round Count: 16
Red Player wins: 1 | Yellow Player Wins: 16 | Round Count: 17
Red Player wins: 1 | Yellow Player Wins: 17 | Round Count: 18
-------------------------------------------------------
-------------------------------------------------------
Red Player wins: 0 | Yellow Player Wins: 1 | Round Count: 1
Red Player wins: 0 | Yellow Player Wins: 2 | Round Count: 2
Red Player wins: 0 | Yellow Player Wins: 3 | Round Count: 3
Red Player wins: 0 | Yellow Player Wins: 4 | Round Count: 4
Red Player wins: 0 | Yellow Player Wins: 5 | Round Count: 5
Red Player wins: 0 | Yellow Player Wins: 6 | Round Count: 6
Red Player wins: 1 | Yellow Player Wins: 6 | Round Count: 7
Red Player wins: 2 | Yellow Player Wins: 6 | Round Count: 8
-------------------------------------------------------
Red Player wins: 1 | Yellow Player Wins: 0 | Round Count: 1
Red Player wins: 1 | Yellow Player Wins: 1 | Round Count: 2
Red Player wins: 1 | Yellow Player Wins: 2 | Round Count: 3
-------------------------------------------------------
Red Player wins: 1 | Yellow Player Wins: 0 | Round Count: 1
Red Player wins: 1 | Yellow Player Wins: 1 | Round Count: 2
Red Player wins: 1 | Yellow Player Wins: 2 | Round Count: 3
Red Player wins: 1 | Yellow Player Wins: 3 | Round Count: 4
Red Player wins: 2 | Yellow Player Wins: 3 | Round Count: 5
Red Player wins: 3 | Yellow Player Wins: 3 | Round Count: 6
Red Player wins: 3 | Yellow Player Wins: 4 | Round Count: 7
-------------------------------------------------------
Red Player wins: 1 | Yellow Player Wins: 0 | Round Count: 1
Red Player wins: 2 | Yellow Player Wins: 0 | Round Count: 2
Red Player wins: 2 | Yellow Player Wins: 1 | Round Count: 3
Red Player wins: 2 | Yellow Player Wins: 2 | Round Count: 4
Red Player wins: 2 | Yellow Player Wins: 3 | Round Count: 5
Red Player wins: 2 | Yellow Player Wins: 4 | Round Count: 6
Red Player wins: 2 | Yellow Player Wins: 5 | Round Count: 7
Red Player wins: 2 | Yellow Player Wins: 6 | Round Count: 8
Red Player wins: 2 | Yellow Player Wins: 7 | Round Count: 9
Red Player wins: 2 | Yellow Player Wins: 8 | Round Count: 10
Red Player wins: 2 | Yellow Player Wins: 9 | Round Count: 11
Red Player wins: 2 | Yellow Player Wins: 10 | Round Count: 12
Red Player wins: 2 | Yellow Player Wins: 11 | Round Count: 13
Red Player wins: 3 | Yellow Player Wins: 11 | Round Count: 14
Red Player wins: 3 | Yellow Player Wins: 12 | Round Count: 15
Red Player wins: 3 | Yellow Player Wins: 13 | Round Count: 16
Red Player wins: 3 | Yellow Player Wins: 14 | Round Count: 17
Red Player wins: 3 | Yellow Player Wins: 15 | Round Count: 18
Red Player wins: 3 | Yellow Player Wins: 16 | Round Count: 19
Red Player wins: 3 | Yellow Player Wins: 17 | Round Count: 20
Red Player wins: 3 | Yellow Player Wins: 18 | Round Count: 21
Red Player wins: 3 | Yellow Player Wins: 19 | Round Count: 22
Red Player wins: 3 | Yellow Player Wins: 20 | Round Count: 23
Red Player wins: 3 | Yellow Player Wins: 21 | Round Count: 24
Red Player wins: 3 | Yellow Player Wins: 22 | Round Count: 25
Red Player wins: 3 | Yellow Player Wins: 23 | Round Count: 26
Red Player wins: 3 | Yellow Player Wins: 24 | Round Count: 27
Red Player wins: 3 | Yellow Player Wins: 25 | Round Count: 28
Red Player wins: 3 | Yellow Player Wins: 26 | Round Count: 29
Red Player wins: 3 | Yellow Player Wins: 27 | Round Count: 30
Red Player wins: 4 | Yellow Player Wins: 27 | Round Count: 31
Red Player wins: 4 | Yellow Player Wins: 28 | Round Count: 32
Red Player wins: 4 | Yellow Player Wins: 29 | Round Count: 33
Red Player wins: 4 | Yellow Player Wins: 30 | Round Count: 34
Red Player wins: 4 | Yellow Player Wins: 31 | Round Count: 35
Red Player wins: 4 | Yellow Player Wins: 32 | Round Count: 36
Red Player wins: 4 | Yellow Player Wins: 33 | Round Count: 37
Red Player wins: 4 | Yellow Player Wins: 34 | Round Count: 38
Red Player wins: 4 | Yellow Player Wins: 35 | Round Count: 39
Red Player wins: 4 | Yellow Player Wins: 36 | Round Count: 40
Red Player wins: 4 | Yellow Player Wins: 37 | Round Count: 41
Red Player wins: 4 | Yellow Player Wins: 38 | Round Count: 42
Red Player wins: 4 | Yellow Player Wins: 39 | Round Count: 43
Red Player wins: 4 | Yellow Player Wins: 40 | Round Count: 44
Red Player wins: 4 | Yellow Player Wins: 41 | Round Count: 45
Red Player wins: 4 | Yellow Player Wins: 42 | Round Count: 46
Red Player wins: 4 | Yellow Player Wins: 43 | Round Count: 47
Red Player wins: 4 | Yellow Player Wins: 44 | Round Count: 48
Red Player wins: 4 | Yellow Player Wins: 45 | Round Count: 49
Red Player wins: 4 | Yellow Player Wins: 46 | Round Count: 50
Red Player wins: 4 | Yellow Player Wins: 47 | Round Count: 51
Red Player wins: 4 | Yellow Player Wins: 48 | Round Count: 52
Red Player wins: 4 | Yellow Player Wins: 49 | Round Count: 53
Red Player wins: 4 | Yellow Player Wins: 50 | Round Count: 54
Red Player wins: 4 | Yellow Player Wins: 51 | Round Count: 55
Red Player wins: 4 | Yellow Player Wins: 52 | Round Count: 56
Red Player wins: 4 | Yellow Player Wins: 53 | Round Count: 57
Red Player wins: 4 | Yellow Player Wins: 54 | Round Count: 58
Red Player wins: 4 | Yellow Player Wins: 55 | Round Count: 59
Red Player wins: 4 | Yellow Player Wins: 56 | Round Count: 60
Red Player wins: 4 | Yellow Player Wins: 57 | Round Count: 61
Red Player wins: 4 | Yellow Player Wins: 58 | Round Count: 62
Red Player wins: 5 | Yellow Player Wins: 58 | Round Count: 63
Red Player wins: 5 | Yellow Player Wins: 59 | Round Count: 64
Red Player wins: 5 | Yellow Player Wins: 60 | Round Count: 65
Red Player wins: 5 | Yellow Player Wins: 61 | Round Count: 66
Red Player wins: 5 | Yellow Player Wins: 62 | Round Count: 67
Red Player wins: 5 | Yellow Player Wins: 63 | Round Count: 68
Red Player wins: 5 | Yellow Player Wins: 64 | Round Count: 69
Red Player wins: 5 | Yellow Player Wins: 65 | Round Count: 70
Red Player wins: 5 | Yellow Player Wins: 66 | Round Count: 71
Red Player wins: 6 | Yellow Player Wins: 66 | Round Count: 72
Red Player wins: 6 | Yellow Player Wins: 67 | Round Count: 73
Red Player wins: 7 | Yellow Player Wins: 67 | Round Count: 74
Red Player wins: 7 | Yellow Player Wins: 68 | Round Count: 75
Red Player wins: 7 | Yellow Player Wins: 69 | Round Count: 76
Red Player wins: 7 | Yellow Player Wins: 70 | Round Count: 77
Red Player wins: 8 | Yellow Player Wins: 70 | Round Count: 78
Red Player wins: 9 | Yellow Player Wins: 70 | Round Count: 79
Red Player wins: 10 | Yellow Player Wins: 70 | Round Count: 80
Red Player wins: 10 | Yellow Player Wins: 71 | Round Count: 81
Red Player wins: 11 | Yellow Player Wins: 71 | Round Count: 82
Red Player wins: 12 | Yellow Player Wins: 71 | Round Count: 83
Red Player wins: 13 | Yellow Player Wins: 71 | Round Count: 84
Red Player wins: 13 | Yellow Player Wins: 72 | Round Count: 85
Red Player wins: 14 | Yellow Player Wins: 72 | Round Count: 86
Red Player wins: 15 | Yellow Player Wins: 72 | Round Count: 87
Red Player wins: 15 | Yellow Player Wins: 73 | Round Count: 88
Red Player wins: 15 | Yellow Player Wins: 74 | Round Count: 89
Red Player wins: 15 | Yellow Player Wins: 75 | Round Count: 90
Red Player wins: 16 | Yellow Player Wins: 75 | Round Count: 91
Red Player wins: 16 | Yellow Player Wins: 76 | Round Count: 92
Red Player wins: 16 | Yellow Player Wins: 77 | Round Count: 93
Red Player wins: 16 | Yellow Player Wins: 78 | Round Count: 94
Red Player wins: 16 | Yellow Player Wins: 79 | Round Count: 95
Red Player wins: 16 | Yellow Player Wins: 80 | Round Count: 96
Red Player wins: 17 | Yellow Player Wins: 80 | Round Count: 97
Red Player wins: 17 | Yellow Player Wins: 81 | Round Count: 98
Red Player wins: 17 | Yellow Player Wins: 82 | Round Count: 99
Red Player wins: 18 | Yellow Player Wins: 82 | Round Count: 100
Red Player wins: 18 | Yellow Player Wins: 83 | Round Count: 101
Red Player wins: 19 | Yellow Player Wins: 83 | Round Count: 102
Red Player wins: 19 | Yellow Player Wins: 84 | Round Count: 103
Red Player wins: 19 | Yellow Player Wins: 85 | Round Count: 104
Red Player wins: 19 | Yellow Player Wins: 86 | Round Count: 105
Red Player wins: 20 | Yellow Player Wins: 86 | Round Count: 106
Red Player wins: 21 | Yellow Player Wins: 86 | Round Count: 107
Red Player wins: 21 | Yellow Player Wins: 87 | Round Count: 108
Red Player wins: 22 | Yellow Player Wins: 87 | Round Count: 109
Red Player wins: 23 | Yellow Player Wins: 87 | Round Count: 110
Red Player wins: 24 | Yellow Player Wins: 87 | Round Count: 111
Red Player wins: 24 | Yellow Player Wins: 88 | Round Count: 112
Red Player wins: 25 | Yellow Player Wins: 88 | Round Count: 113
Red Player wins: 26 | Yellow Player Wins: 88 | Round Count: 114
Red Player wins: 26 | Yellow Player Wins: 89 | Round Count: 115
Red Player wins: 26 | Yellow Player Wins: 90 | Round Count: 116
Red Player wins: 27 | Yellow Player Wins: 90 | Round Count: 117
Red Player wins: 28 | Yellow Player Wins: 90 | Round Count: 118
Red Player wins: 28 | Yellow Player Wins: 91 | Round Count: 119
Red Player wins: 29 | Yellow Player Wins: 91 | Round Count: 120
Red Player wins: 30 | Yellow Player Wins: 91 | Round Count: 121
Red Player wins: 30 | Yellow Player Wins: 92 | Round Count: 122
Red Player wins: 30 | Yellow Player Wins: 93 | Round Count: 123
Red Player wins: 31 | Yellow Player Wins: 93 | Round Count: 124
Red Player wins: 32 | Yellow Player Wins: 93 | Round Count: 125
Red Player wins: 32 | Yellow Player Wins: 94 | Round Count: 126
Red Player wins: 32 | Yellow Player Wins: 95 | Round Count: 127
Red Player wins: 32 | Yellow Player Wins: 96 | Round Count: 128
Red Player wins: 32 | Yellow Player Wins: 97 | Round Count: 129
Red Player wins: 32 | Yellow Player Wins: 98 | Round Count: 130
Red Player wins: 32 | Yellow Player Wins: 99 | Round Count: 131
Red Player wins: 33 | Yellow Player Wins: 99 | Round Count: 132
Red Player wins: 33 | Yellow Player Wins: 100 | Round Count: 133
Red Player wins: 34 | Yellow Player Wins: 100 | Round Count: 134
Red Player wins: 34 | Yellow Player Wins: 101 | Round Count: 135
Red Player wins: 34 | Yellow Player Wins: 102 | Round Count: 136
Red Player wins: 34 | Yellow Player Wins: 103 | Round Count: 137
Red Player wins: 35 | Yellow Player Wins: 103 | Round Count: 138
Red Player wins: 35 | Yellow Player Wins: 104 | Round Count: 139
Red Player wins: 35 | Yellow Player Wins: 105 | Round Count: 140
Red Player wins: 35 | Yellow Player Wins: 106 | Round Count: 141
Red Player wins: 36 | Yellow Player Wins: 106 | Round Count: 142
Red Player wins: 37 | Yellow Player Wins: 106 | Round Count: 143
Red Player wins: 37 | Yellow Player Wins: 107 | Round Count: 144
Red Player wins: 38 | Yellow Player Wins: 107 | Round Count: 145
Red Player wins: 38 | Yellow Player Wins: 108 | Round Count: 146
Red Player wins: 38 | Yellow Player Wins: 109 | Round Count: 147
Red Player wins: 39 | Yellow Player Wins: 109 | Round Count: 148
Red Player wins: 40 | Yellow Player Wins: 109 | Round Count: 149
Red Player wins: 41 | Yellow Player Wins: 109 | Round Count: 150
Red Player wins: 42 | Yellow Player Wins: 109 | Round Count: 151
Red Player wins: 42 | Yellow Player Wins: 110 | Round Count: 152
Red Player wins: 43 | Yellow Player Wins: 110 | Round Count: 153
Red Player wins: 44 | Yellow Player Wins: 110 | Round Count: 154
Red Player wins: 44 | Yellow Player Wins: 111 | Round Count: 155
Red Player wins: 44 | Yellow Player Wins: 112 | Round Count: 156
Red Player wins: 44 | Yellow Player Wins: 113 | Round Count: 157
Red Player wins: 45 | Yellow Player Wins: 113 | Round Count: 158
Red Player wins: 46 | Yellow Player Wins: 113 | Round Count: 159
Red Player wins: 47 | Yellow Player Wins: 113 | Round Count: 160
Red Player wins: 47 | Yellow Player Wins: 114 | Round Count: 161
Red Player wins: 47 | Yellow Player Wins: 115 | Round Count: 162
Red Player wins: 47 | Yellow Player Wins: 116 | Round Count: 163
Red Player wins: 48 | Yellow Player Wins: 116 | Round Count: 164
Red Player wins: 49 | Yellow Player Wins: 116 | Round Count: 165
Red Player wins: 49 | Yellow Player Wins: 117 | Round Count: 166
Red Player wins: 49 | Yellow Player Wins: 118 | Round Count: 167
Red Player wins: 49 | Yellow Player Wins: 119 | Round Count: 168
Red Player wins: 49 | Yellow Player Wins: 120 | Round Count: 169
Red Player wins: 50 | Yellow Player Wins: 120 | Round Count: 170
Red Player wins: 51 | Yellow Player Wins: 120 | Round Count: 171
Red Player wins: 51 | Yellow Player Wins: 121 | Round Count: 172
Red Player wins: 52 | Yellow Player Wins: 121 | Round Count: 173
Red Player wins: 52 | Yellow Player Wins: 122 | Round Count: 174
Red Player wins: 52 | Yellow Player Wins: 123 | Round Count: 175
Red Player wins: 52 | Yellow Player Wins: 124 | Round Count: 176
Red Player wins: 53 | Yellow Player Wins: 124 | Round Count: 177
Red Player wins: 53 | Yellow Player Wins: 125 | Round Count: 178
Red Player wins: 53 | Yellow Player Wins: 126 | Round Count: 179
Red Player wins: 54 | Yellow Player Wins: 126 | Round Count: 180
Red Player wins: 55 | Yellow Player Wins: 126 | Round Count: 181
Red Player wins: 55 | Yellow Player Wins: 127 | Round Count: 182
Red Player wins: 55 | Yellow Player Wins: 128 | Round Count: 183
Red Player wins: 56 | Yellow Player Wins: 128 | Round Count: 184
Red Player wins: 57 | Yellow Player Wins: 128 | Round Count: 185
Red Player wins: 57 | Yellow Player Wins: 129 | Round Count: 186
Red Player wins: 58 | Yellow Player Wins: 129 | Round Count: 187
Red Player wins: 59 | Yellow Player Wins: 129 | Round Count: 188
Red Player wins: 59 | Yellow Player Wins: 130 | Round Count: 189
Red Player wins: 60 | Yellow Player Wins: 130 | Round Count: 190
Red Player wins: 61 | Yellow Player Wins: 130 | Round Count: 191
Red Player wins: 62 | Yellow Player Wins: 130 | Round Count: 192
Red Player wins: 63 | Yellow Player Wins: 130 | Round Count: 193
Red Player wins: 64 | Yellow Player Wins: 130 | Round Count: 194
Red Player wins: 65 | Yellow Player Wins: 130 | Round Count: 195
Red Player wins: 66 | Yellow Player Wins: 130 | Round Count: 196
Red Player wins: 67 | Yellow Player Wins: 130 | Round Count: 197
Red Player wins: 67 | Yellow Player Wins: 131 | Round Count: 198
Red Player wins: 68 | Yellow Player Wins: 131 | Round Count: 199
Red Player wins: 68 | Yellow Player Wins: 132 | Round Count: 200
Red Player wins: 69 | Yellow Player Wins: 132 | Round Count: 201
Red Player wins: 70 | Yellow Player Wins: 132 | Round Count: 202
Red Player wins: 70 | Yellow Player Wins: 133 | Round Count: 203
Red Player wins: 71 | Yellow Player Wins: 133 | Round Count: 204
Red Player wins: 72 | Yellow Player Wins: 133 | Round Count: 205
Red Player wins: 72 | Yellow Player Wins: 134 | Round Count: 206
Red Player wins: 72 | Yellow Player Wins: 135 | Round Count: 207
Red Player wins: 72 | Yellow Player Wins: 136 | Round Count: 208
Red Player wins: 73 | Yellow Player Wins: 136 | Round Count: 209
